title,text,label,domain
One in five deaths worldwide linked to unhealthy diet,"According to a new study published in The Lancet, about one in five deaths worldwide can be attributed to an unhealthy diet, making it a leading risk factor for premature mortality. The research showed that poor diets caused 11 million deaths, higher than smoking and high blood pressure.

The study, led by the Institute of Health Metrics and Evaluation at the University of Washington, analyzed data from 195 countries to determine the impact of dietary habits on health. The findings reveal that a high intake of red and processed meat, sugar-sweetened beverages, and sodium, along with a low intake of fruits, vegetables, nuts, and whole grains, was associated with an increased risk of death from cardiovascular disease, cancer, and other diet-related diseases.

As per the report, sugary beverages caused the most deaths, followed by diets high in sodium and low in whole grains, fruits, and vegetables. The study also found that the burden of diet-related deaths was higher in low- and middle-income countries, where access to healthy food options is limited.

The study’s lead author, Dr. Ashkan Afshin, said that the findings highlight the urgent need for policies to promote healthier eating patterns and reduce the consumption of unhealthy foods. “The current diet in most countries is suboptimal and represents a clear and present danger to human health,” he added.

Several organizations have already taken steps to address unhealthy diets and promote healthy eating habits. For instance, the World Health Organization has launched its Global Action Plan for the Prevention and Control of Noncommunicable Diseases, which includes measures to reduce salt intake, promote physical activity, and increase access to healthy foods. In addition, some countries have introduced sugar taxes on sugary beverages and implemented policies to encourage the consumption of fruits and vegetables.

Given the detrimental effects of an unhealthy diet on public health, experts suggest that more needs to be done to improve dietary habits worldwide. Dr. Christopher Murray, the director of the Institute of Health Metrics and Evaluation, said that the new study should serve as a wake-up call for policymakers and the public to take action. “Suboptimal diets are responsible for more deaths and morbidity than any other behavioral risk factors globally,” he said. “Our findings should motivate policymakers and public health officials to act urgently to address this issue.”",AI,news
Predators use big second period to beat Kings,"Nashville, TN - The Predators dominated the Kings with a big second period surge, leading to a 3-1 victory on Tuesday night.

The Kings had high hopes coming into the game, looking to build on their three-game winning streak. However, Nashville's offense proved too much for the Kings' defense to handle.

The Predators opened the scoring early in the first period when Filip Forsberg found the back of the net. However, the Kings quickly responded to tie the game before the end of the period with a goal from Anze Kopitar.

But the second period was all Nashville. Within the first three minutes, Roman Josi and Ryan Johansen scored back-to-back goals to give the Predators a 3-1 lead.

The Kings scrambled to recover, but Nashville's defense held strong, shutting down any scoring opportunities. Goalie Juuse Saros was on fire, making 27 saves to secure the Predators' win.

After the game, Predators head coach John Hynes praised his team's performance, stating, ""It was a great effort by the entire team. We played solid defense and capitalized on our scoring chances. That's the kind of effort we need to see every night.""

On the other hand, Kings head coach Todd McLellan was disappointed with his team's performance, saying, ""Overall, we just didn't play well enough. We weren't getting enough shots on goal, and we made too many mistakes on defense.""

The Predators will look to carry their momentum into their next game against the Red Wings on Thursday, while the Kings will try to bounce back against the Blues on Wednesday.

Overall, it was an impressive display of skill and teamwork by the Predators, solidifying their place as one of the top teams in the league.",AI,news
Brain drainage system could contribute to Alzheimer's and MS,"Scientists have discovered a possible link between the brain's drainage system and the development of neurodegenerative diseases such as Alzheimer's and multiple sclerosis (MS).

The lymphatic system is responsible for removing waste and other substances from the body, including the brain. The brain's lymphatic vessels were only recently discovered, and scientists are now exploring their potential role in brain health.

Researchers at the University of Virginia School of Medicine have found that a malfunction in the brain's lymphatic vessels could contribute to the development of neurodegenerative diseases. They discovered that when the vessels were not functioning properly, toxic proteins accumulated in the brain, leading to inflammation and damage.

""We believe that if the lymphatic drainage system isn't working properly, it could contribute to a buildup of toxic substances in the brain, which could lead to a variety of conditions such as Alzheimer's and MS,"" said researcher Jonathan Kipnis.

The lymphatic system could also be a target for future treatments of these diseases. ""If we can find ways to enhance the lymphatic drainage system, we may be able to prevent the accumulation of toxic substances in the brain and slow down or even halt the progression of neurodegenerative diseases,"" Kipnis said.

These findings have the potential to revolutionize the way we approach the treatment and prevention of neurodegenerative diseases. While more research is needed, the discovery of the brain's lymphatic vessels and their role in brain health could lead to new therapies and improved outcomes for those suffering from these devastating diseases.",AI,news
"Trump intervention delaying EPA biofuel waiver action, sources say","Sources within the Environmental Protection Agency (EPA) have informed the press that an intervention by President Donald Trump is delaying the process for granting biofuel waiver requests made by the oil industry. 

These waiver requests are made by refineries seeking relief from their obligation to blend ethanol into their fuel, as required by the Renewable Fuel Standard (RFS). 

According to the sources, the EPA was prepared to grant the waivers, which would have exempted about 1 billion gallons of fuel, but President Trump personally intervened to prevent the decision from being made. 

The President's intervention reportedly came after Republican Senators from major ethanol-producing states, including Iowa and Nebraska, urged him to reconsider the plan to grant the waivers. 

The news of the delay has been met with mixed reactions. Ethanol industry leaders have praised the decision, arguing that it protects the integrity of the RFS and ensures that biofuels remain a key component of the nation's fuel supply. 

However, representatives from the oil industry have criticized the move, saying that the RFS is outdated and imposes unnecessary costs on the refining sector. 

The issue of biofuel waivers has been a controversial one, with the two industries often at odds over the best path forward. The Trump administration's handling of the matter has only served to exacerbate tensions between the two sides. 

At this point, it is unclear when the EPA will make a decision on the biofuel waivers, or if the delay will lead to a change in the agency's position. Some observers believe that the issue may ultimately need to be resolved in Congress, with lawmakers on both sides of the aisle weighing in on the matter. 

For now, the impasse represents just the latest challenge facing the biofuels industry, which has struggled with regulatory uncertainty, market volatility, and changing consumer preferences in recent years. 

As the debate over biofuel waivers continues, stakeholders from both sides will be closely watching the actions of the EPA and other decision-makers in Washington to see how this issue ultimately plays out.",AI,news
Britain's Olympic champion Yarnold has successful back surgery,"Britain's Olympic gold medalist in the skeleton, Lizzy Yarnold, has undergone successful back surgery to relieve her chronic pain. The 32-year-old athlete had been struggling with the issue for several years, which caused her to miss the entire 2019/20 season.

The surgery took place on Monday, August 9, and was carried out by an experienced medical team. Yarnold revealed that it was a complex procedure that took several hours to complete, but she is thrilled that it was successful, and the pain has significantly reduced.

""I am delighted to report that my surgery was successful, and I am feeling optimistic about my recovery,"" said Yarnold. ""This has been a long and difficult journey, but I am grateful to my medical team for their expertise and dedication.""

Yarnold's back problem had become a significant issue in recent years, and it had even threatened to end her career prematurely. However, the gritty athlete remained determined to return to competitive action, and she has set her sights on the 2022 Winter Olympics in Beijing.

""I am focused on my rehabilitation and returning to form as soon as possible,"" said the athlete. ""I know it won't be easy, but I am determined to give it my all and compete at the highest level once again.""

Yarnold became the first British athlete to win the Olympic skeleton title at the 2014 Sochi Winter Olympics. She then went on to defend her title at the 2018 Pyeongchang Winter Olympics, becoming the first woman to achieve such a feat in the sport.

Fans and fellow athletes of Yarnold's have wished her a speedy recovery and looked forward to seeing her back on the track soon. Her talent, resilience, and dedication have earned her respect and admiration not only in the UK but across the world.

In summary, Britain's two-time Olympic skeleton gold medalist Yarnold has had a successful back surgery which was carried out to relieve her chronic pain. Yarnold looks forward to bouncing back and representing her country at the 2022 Winter Olympics in Beijing.",AI,news
"Hackers steal data on Verizon enterprise customers, put it up for sale online","Hackers have stolen a massive amount of data on Verizon's enterprise customers and put it up for sale online. The incident, which was first reported by cybersecurity firm 7 Elements, took place earlier this year and involved the theft of names, addresses, phone numbers, and other personal details belonging to Verizon's enterprise customers.

The data, which was apparently stolen from Verizon's customer service portal, is thought to have been put up for sale on a popular hacker forum, where it was being offered to the highest bidder. The hackers behind the attack are believed to be part of a sophisticated hacking group known as ""RansomEXX,"" which has been linked to several other major data breaches in the past.

Verizon has confirmed the breach and said that it has taken steps to secure its systems and notify affected customers. ""We recently discovered and remediated a security incident involving access to Verizon customer data stored on a cloud server,"" the company said in a statement. ""Our investigation determined that only a limited number of customer information was accessed and that it did not include any Verizon consumer data. We have taken steps to secure the impacted systems and notified affected customers.""

The breach is the latest in a series of high-profile cyber attacks targeting large corporations and government agencies. In recent months, major companies like Microsoft, SolarWinds, and FireEye have all been hit by sophisticated hacking campaigns that have exposed sensitive data and caused widespread disruption.

Security experts say that these attacks are likely to continue as hackers become more sophisticated and nation-states increasingly use cyber warfare as a tool of espionage and sabotage. They advise companies to invest in robust cybersecurity measures and to be vigilant about monitoring their systems for signs of intrusion.

For now, Verizon is urging its enterprise customers to be on the lookout for phishing attempts and other suspicious activity. The company has also set up a dedicated website where customers can find information about the breach and take steps to protect themselves.",AI,news
Best-friend genetics - Dogs and cancer,"Best-friend genetics - Dogs and cancer

A ground-breaking study has revealed that dogs could hold the key to fighting cancer. It has been found that dogs with certain genetic mutations that predispose them to certain types of cancer could help researchers understand the development of the disease in humans.

The research, conducted by the University of Pennsylvania along with six other institutions, has looked into the genomes of more than 25,000 dogs. The study found that 90% of dogs diagnosed with bladder cancer had a similar genetic mutation to humans suffering from the same disease.

In addition, the study found similarities between dogs with lymphoma and humans with non-Hodgkin's lymphoma. The findings suggest that the development of cancer in dogs could have a significant impact on human cancer research.

The hope is that this study will lead to further research, which could ultimately help identify new treatments for cancer in both dogs and humans. For the canine population, this could mean the development of targeted therapies, which could prolong the life of dogs diagnosed with cancer.

Furthermore, the potential of canine genetics to help better understand cancer in humans could lead to earlier diagnosis and more targeted therapies, ultimately saving lives.

It is also worth noting that dogs are an ideal population to study when it comes to cancer research. Dogs are more genetically diverse than any other species, making them an ideal subject for research. Unlike laboratory animals bred specifically for research, dogs are exposed to the same environmental factors as humans, making them a model that reflects the disease seen in humans better than traditional models.

In conclusion, the University of Pennsylvania study has uncovered ground-breaking information that could lead to a better understanding of cancer in both dogs and humans. The research could also lead to the development of more targeted therapies for both species, ultimately saving lives. With the canine population being an ideal population to study when it comes to cancer research, the impact of this study could be enormous.",AI,news
FBI offers reward for California serial killer in cold case,"The Federal Bureau of Investigation (FBI) announced today that they are offering a reward of up to $50,000 for information leading to the identification and arrest of a suspected serial killer in a California cold case.

The killer, who is believed to have operated in the early 2000s, is responsible for at least four murders of young women in the Los Angeles area. All of the victims were found strangled and their bodies dumped in remote locations. Despite extensive investigations by local law enforcement, the case has remained unsolved for over a decade.

In a press conference today, FBI officials expressed their hope that the reward would generate new leads in the case. ""We believe that someone out there has information that could help us bring this killer to justice,"" said Special Agent Paul Delacourt. ""Even if you think what you know is insignificant, please come forward. Every piece of information is valuable.""

The FBI also released composite sketches of the suspect, based on witness descriptions. The drawings depict a white or Hispanic male in his late 20s or early 30s at the time of the murders. He is described as having a medium build, with short brown hair and a neatly trimmed beard.

In addition to the reward money, the FBI also assured potential witnesses that they would be offered anonymity and protection. ""We understand that coming forward can be difficult, especially in cases like this,"" said Delacourt. ""We want to make sure that anyone who provides information can do so safely and without fear of retaliation.""

The reward and renewed efforts to solve the cold case have been welcomed by the families of the victims. ""We've been waiting for justice for so long,"" said Maria Hernandez, whose daughter was one of the victims. ""We hope that this will finally bring some closure and peace to our families.""

Anyone with information about the killer or the murders is encouraged to call the FBI's tip line at 1-800-CALL-FBI.",AI,news
Emma Thompson on Beauty and the Beasts Success,"Emma Thompson, who played Mrs. Potts in Disney's recent blockbuster hit, ""Beauty and the Beast,"" recently spoke about the film's massive success and how it resonates with modern audiences.

The live-action adaptation of the beloved animated classic broke multiple records, earning $1.2 billion at the box office worldwide. Thompson attributes the film's success to the story's timeless themes.

""I think it speaks to something very fundamental in our human nature. This idea that we're all flawed, and that true beauty comes from within,"" Thompson said. ""It's a very hopeful message, and I think that's why it has such broad appeal.""

The actress, who is known for her outspoken views on women's issues, also commented on the character of Belle and her portrayal by Emma Watson.

""I think the way they wrote Belle was very smart. They made her this strong, determined woman who's not afraid to speak her mind. And Emma played her beautifully,"" Thompson said. ""It's so important for young girls to see characters like Belle on screen, because it shows them that they don't have to conform to traditional gender roles.""

Thompson herself has been a trailblazer for gender equality in Hollywood, and has spoken out against the industry's ageist and sexist tendencies. She believes that the success of ""Beauty and the Beast"" is a sign that audiences are ready for change.

""I think there's a real hunger for stories that represent women in a more complex and nuanced way. We're tired of seeing the same old stereotypes played out on screen,"" Thompson said. ""So I'm hopeful that this film's success will encourage Hollywood to greenlight more projects with strong, female leads.""

Overall, Emma Thompson's perspective on ""Beauty and the Beast"" underscores the importance of representation and diversity in entertainment. As Hollywood continues to grapple with issues of inclusivity, the success of films like ""Beauty and the Beast"" serve as a powerful reminder that audiences are hungry for stories that reflect the rich diversity of the human experience.",AI,news
A Tupac documentary is coming from 12 Years a Slave director Steve McQueen,"Renowned British filmmaker Steve McQueen is set to direct a new documentary about the life and legacy of iconic American rapper Tupac Shakur. The Oscar-winning director of ""12 Years a Slave"" has been chosen by Tupac's estate to helm the feature-length film, which promises to offer a fresh perspective on the late musician's inimitable career and cultural impact.

The Tupac documentary will be produced in collaboration with Amaru Entertainment, the entertainment company founded by Tupac's mother Afeni Shakur, and White Horse Pictures, the production company behind the recent Freddie Mercury biopic ""Bohemian Rhapsody."" The project has been in the works for several years, with McQueen now confirmed to join the team and direct the film.

McQueen is an acclaimed filmmaker who has become known for exploring profound themes of race, identity, and power in his work. His films, which include ""Shame,"" ""Hunger,"" and ""Widows,"" are characterised by their intense emotional power, arresting visual language, and innovative storytelling techniques. For his work on ""12 Years a Slave,"" he won the Academy Award for Best Picture, becoming the first black producer ever to do so.

Tupac, meanwhile, was an iconic rapper, actor, and activist who rose to fame in the late 1980s and early 1990s as part of the burgeoning West Coast hip-hop scene. Known for his powerful and poetic lyrics, his engaging persona, and his social and political activism, Tupac quickly became a cultural icon and a voice for his generation.

However, his life was tragically cut short when he was gunned down in a drive-by shooting in Las Vegas in 1996, aged just 25. Since then, his legacy has continued to grow, with his music, poetry, and activism inspiring countless artists and activists around the world.

Now, McQueen has been chosen to help bring the story of this remarkable artist to life in a groundbreaking new documentary. Speaking about the project, the filmmaker said: ""I am extremely moved and excited to be exploring the life and times of this legendary artist. I attended NYU film school in 1993 and can remember the unfolding hip-hop world and mine overlapping with Tupac's through a mutual friend in a small way. Few, if any shined brighter than Tupac Shakur. I look forward to working closely with his family to tell the unvarnished story of this talented man.""

The Tupac documentary promises to be a powerful and revealing exploration of one of the most iconic figures in modern culture. With McQueen at the helm, viewers can expect a film that is both emotionally resonant and visually arresting, capturing the spirit and legacy of a true hip-hop legend. Fans of Tupac's music, as well as those interested in the intersections of art, culture, and identity, will not want to miss this groundbreaking new documentary.",AI,news
Birds with poor digestion are literally off colour - Mate choice,"Researchers from the University of Bristol have found evidence that the colour of birds' plumage is affected by their ability to digest food, which in turn can impact their chances of finding a mate.

Birds with poor digestive systems often have duller feather colours, according to the study published in the journal Nature Ecology and Evolution. The researchers observed that birds with efficient digestive systems had brighter and more vibrant feathers, indicating better overall health.

Dr Matthew MacManes, lead author of the study, said, ""Birds with colourful feathers are often regarded as more attractive to potential mates. Our research shows that bright plumage is not just a sign of good genes, but also indicates good digestive health.""

The researchers discovered that the inefficient digestion of certain foods, such as lipids and amino acids, leads to the build-up of pigments in the birds' feathers. The excess pigments cause the feathers to appear dull and faded, making the bird less attractive to potential mates.

Birds with efficient digestive systems are able to process these pigments more effectively, resulting in brighter and more vivid colours in their feathers.

The research team hopes that their findings will encourage further exploration into the links between digestive health and feather colour, and how this impacts the evolution of bird species.

Bird-watching enthusiasts and conservationists have also praised the study, stating that it highlights the importance of maintaining a diverse range of habitats to support the health of bird populations and their digestive systems.

This study adds to the growing body of research indicating the importance of digestive health and nutrient absorption in animals, highlighting the need for a better understanding of the links between nutrition, health and appearance in both wildlife and humans.",AI,news
Tom Holland Was Nervous to Workout with Jake Gyllenhaal,"Hollywood heartthrob Tom Holland, known for his role as Spiderman in the Marvel Cinematic Universe, recently admitted to feeling nervous about working out with his co-star, Jake Gyllenhaal.

In a recent interview with Men's Health, Holland revealed that the prospect of hitting the gym with Gyllenhaal was intimidating, especially considering the fact that Gyllenhaal is notoriously dedicated to his fitness regime.

""I was definitely nervous about working out with Jake,"" Holland explained. ""He's a machine! But as soon as we started working together, he was really supportive and encouraged me to push myself.""

The two actors first crossed paths on the set of the 2019 movie ""Spiderman: Far From Home"", where Gyllenhaal played the role of Mysterio, a character with a confrontational relationship with Holland's Peter Parker. However, off the set, Holland and Gyllenhaal quickly became close friends, bonding over their shared love of fitness.

Despite his initial nerves, Holland revealed that working out with Gyllenhaal has been a positive experience. The duo often goes on hiking trips together, and they even have an ongoing competition to see who can do the most push-ups.

""Jake is really inspiring when it comes to fitness,"" Holland said. ""He's always pushing himself to be better, and that's something I really admire.""

Holland also spoke about the importance of staying fit and healthy in his line of work, where physical endurance and strength are often crucial.

""As an actor, your body is your instrument,"" Holland explained. ""You need to keep it in tip-top shape if you want to be able to do the things that are required of you on set.""

Despite his initial nerves about working out with Jake Gyllenhaal, Tom Holland has clearly found a supportive friend and mentor in his co-star. As the two continue to work together on upcoming Marvel movies, fans can expect to see even more of their dynamic on and off screen.",AI,news
Chris Stapleton scores big at Country Music awards,"Nashville, TN - Country music star Chris Stapleton had a night to remember in Nashville as he dominated the Country Music Awards, walking away with three awards on a memorable evening.

Stapleton won the prestigious Male Vocalist of the Year award and also took home the coveted Album of the Year award after his album ""Starting Over"" proved to be a hit among fans and critics alike. The award for Single of the Year was also bestowed upon him for his song, ""Starting Over,"" which has resonated with country music fans worldwide.

In his acceptance speech, Stapleton thanked his team and his fans for their ongoing support. ""I'm incredibly honored and grateful for this recognition, but I would not be here without the incredible team around me and the fans who continue to support me and my music,"" he said. ""I am humbled by this award and am eager to continue making music that connects with people around the world.""

Stapleton has been one of the most popular country music artists in recent years, known for his soulful lyrics and passionate performances. He has been a frequent nominee at the Country Music Awards and was a highlight of the evening with his performance of ""Arkansas"" on the big stage.

The awards ceremony was held with strict COVID-19 protocols in place and was broadcasted Live to viewers around the globe. The Country Music Awards celebrated the best in country music over the past year and showcased some of the biggest stars in the industry.

Stapleton's success at the awards show is a testament to his songwriting skills and remarkable talent. His latest album, ""Starting Over,"" is a unique blend of country, rock, and soul that has been well received by music critics around the world.

The night belonged to Chris Stapleton, who proved that he is one of the most talented and exciting performers in the country music industry. His fans can look forward to hearing more from him in the coming months as he continues to churn out chart-topping hits.",AI,news
Texas Police Find 30 People Injured and 8 Dead in Trailer,"In a tragic incident that has shocked the country, Texas police discovered 30 people injured and 8 dead inside a trailer on Sunday evening. The individuals are believed to have been victims of human smuggling and were being transported in a tractor-trailer parked outside a Walmart store in San Antonio.

According to officials, when police arrived at the scene after receiving a call from a concerned employee at the store, they found dozens of people inside the trailer. The people inside were suffering from dehydration and heatstroke, having been packed into the trailer with no food or water for several days.

As they were being rescued, some of the people inside the trailer begged for water and relief from the extreme heat. The temperature in the trailer was estimated to have been up to 115 degrees Fahrenheit.

The San Antonio Fire Chief, Charles Hood, described the situation as a ""horrific tragedy"". These are human beings who were in a desperate situation,"" Hood said. ""This is not an immigration issue. This is a humanitarian issue.""

The injured people were transported to various hospitals in the area, while the eight victims who had lost their lives were declared dead at the scene. The victims have not been identified and no information has been released about their country of origin.

Officials have arrested the driver of the truck, a 60-year-old man who has been identified as James Matthew Bradley Jr. Bradley is believed to be the owner of the truck and is now facing federal charges.

The incident has brought to the forefront the issue of human trafficking and the dangers people face when trying to cross the border into the US. The incident has also ignited a debate on immigration policy, with some questioning the harsh rhetoric and policies of the Trump administration.

Texas Governor, Greg Abbott, has issued a statement on the incident, saying, ""The loss of these lives is a heartbreaking tragedy. Human trafficking is an abhorrent crime, and Texas will work to bring those involved to justice.""  The governor also ordered the Texas Rangers to provide assistance in the investigation.

The incident highlights the need for increased efforts to combat human trafficking and protect vulnerable individuals from exploitation. Authorities are urging people to come forward if they have information about similar crimes, and warn that anyone found guilty of such crimes will face severe punishment.",AI,news
Dispute between Kurds and Iraqi government escalates in Kirkuk,"Kirkuk, Iraq - Tensions between the Kurdish Regional Government (KRG) and the Iraqi government have escalated in the province of Kirkuk, with violent clashes breaking out between Kurdish Peshmerga forces and Iraqi security forces.

The dispute centers around control of the oil-rich province, which both the KRG and the Iraqi central government claim as their own. In recent weeks, there have been a series of skirmishes and rocket attacks, with both sides accusing each other of provocation.

The latest flare-up occurred on Tuesday when Iraqi security forces backed by Shia militias attempted to take control of the town of Tuz Khurmato, which is located south of Kirkuk. Kurdish forces responded by sending reinforcements and engaging in heavy fighting, leaving at least five people dead and dozens injured.

The KRG has accused the Iraqi government of attempting to annex Kurdish territory, while the Iraqi government has accused the KRG of non-compliance with their agreement to share control of Kirkuk.

The escalation of violence has raised concerns about the stability of the region and the potential for further conflict. The UN and several foreign governments have called for both sides to exercise restraint and engage in dialogue to resolve the dispute peacefully.

Meanwhile, residents in Kirkuk are caught in the middle of the conflict, with many of them expressing fear for their safety and calling on both sides to prioritize the well-being of civilians.

The situation remains tense, with both sides refusing to back down and the potential for further clashes looming.",AI,news
Megan Hilty Is Looking Forward to Her Second Baby,"New York, NY- Broadway and TV star Megan Hilty is expecting her second child with husband Brian Gallagher! The 39-year-old actress announced the big news on social media, telling her fans that she is ""thrilled and grateful"" to be adding another member to their family.

Hilty and Gallagher tied the knot in November 2013, and are already parents to their daughter, Viola Philomena, who is now five years old. The couple is excited to welcome their new bundle of joy later this year.

In an interview with People, Hilty revealed that she's looking forward to having another baby girl, saying: ""I had so much fun dressing up Viola and doing all of the girl stuff with her. I'm excited to have another little girl to dress up like a princess!""

Hilty, who is best known for her starring roles in Broadway productions such as Wicked and 9 to 5: The Musical, as well as her performances on the TV show Smash, said that she's been blessed to have a career that allows her to balance work and family life.

""I've been able to bring Viola to some of my rehearsals and she's seen some of my performances. She loves it,"" Hilty told People. ""It's been really great to be able to share that part of my life with her.""

The actress also credits her husband for being an amazing partner in both their personal and professional lives. ""He's so supportive and understanding. It's been great to have him by my side through all of this.""

Hilty's fans and colleagues in the entertainment industry also took to social media to congratulate her on the happy news. Broadway star Kristin Chenoweth tweeted: ""Ahhh! So thrilled for you, Megan! Can't wait to meet the new addition to your beautiful family.""

Hilty's latest project is the Netflix musical comedy series, ""Julie and the Phantoms"", which premiered in September 2020. She filmed her scenes while pregnant, and shared with People that she had to keep her growing baby bump hidden on set.

""I was constantly behind a chair or holding a prop in front of me,"" she shared. ""As the bump grew, it became harder to hide. But it was all worth it. I had so much fun working on the show and I'm excited for everyone to see it.""

Congratulations to Megan Hilty and Brian Gallagher on this wonderful news! We can't wait to see their family grow and continue to thrive, both on and off screen.",AI,news
Shooting at California Synagogue during Passover celebration,"San Diego, California - A gunman opened fire at a synagogue in the city on Saturday, taking the lives of one woman and injuring three others. The attack happened during a Passover celebration, which was attended by dozens of worshippers.

The shooting took place at the Chabad of Poway synagogue, a place of worship for Orthodox Jews. Witnesses told authorities that a man entered the synagogue and started shooting at congregants. Several people rushed to help the injured, while others hid, trying to avoid being hit by the bullets.

The shooter fled the scene but was quickly apprehended by the police. The suspect has been identified as 19-year-old John Earnest, whose social media profile shows a history of violent and anti-Semitic rhetoric. At the time of the shooting, he was armed with a rifle and wearing a tactical vest.

The victim, identified as 60-year-old Lori Gilbert-Kaye, was a longtime member of the synagogue and had attended the Passover service with her husband. She was shot and killed trying to protect the rabbi, who was also injured in the attack.

The three others injured in the shooting – a 34-year-old man, a 8-year-old girl, and a 57-year-old woman – were taken to nearby hospitals and are said to be in stable condition.

Following the attack, authorities increased security at synagogues and Jewish centers throughout California. Governor Gavin Newsom condemned the shooting and called for a full investigation.

""This hate and violence must end,"" said Newsom. ""We must come together as Californians to stand up against hate and bigotry and to support those affected by this senseless act of violence.""

The shooting comes just six months after a deadly attack on a Pittsburgh synagogue that left 11 people dead. The same weekend as the California shooting, a man was also arrested in New York City for allegedly planning to carry out an attack on a Jewish community center in a separate incident.",AI,news
Justin Timberlake's Son Was Inspiration Behind Album Name,"Los Angeles, California - Justin Timberlake has finally revealed the inspiration behind the name of his latest album. The popstar's fifth studio album, ""Man of the Woods,"" was actually inspired by his son Silas.

In an interview with The Ellen Show, Timberlake revealed that he and his wife Jessica Biel welcomed their son into the world a few years ago, and the album's title is a nod to the nickname they gave him.

""Silas, which means 'of the woods,' obviously influenced the title of the record,"" Timberlake explained. ""And I think just the experience of being a new dad is definitely influencing the writing and the whole experience of creating the album.""

Timberlake's son has also made a few appearances on the album, with a sweet interlude featuring the sound of Silas's voice captured in the studio with his dad. 

""The album is really about family and where I'm from, and it's personal,"" said Timberlake. ""But I think a lot of the themes in the album deal with love and unity and being intentional about the people in your life that you care about.""

His last album, ""The 20/20 Experience,"" was released in 2013, and Timberlake has been hinting at new music since early last year. The singer teased a new album in January with a video on social media, showing him walking through the outdoors with a voiceover talking about the creation of ""Man of the Woods.""

The album, which was released on February 2, features collaborations with artists like Chris Stapleton, Alicia Keys, and Pharrell Williams. Fans have been loving the new sound and are excited to see Timberlake back in the music game.

With a career spanning over two decades, Timberlake has proven to be a master of pop music, seamlessly blending different genres and creating hit after hit. It seems like ""Man of the Woods"" is another example of the popstar's versatility and willingness to explore new sounds.

As for Silas, it's safe to say that the young boy has already made a big impact on his dad's music career. With his name immortalized in the title of a chart-topping album, there's no doubt that he's a source of inspiration for Timberlake and his music for years to come.",AI,news
Shawn Mendes Says Anxiety Battle Inspired New Single 'In My Blood',"In a recent interview with Rolling Stone, Canadian singer-songwriter Shawn Mendes revealed that his battle with anxiety inspired his new single ""In My Blood.""

The 19-year-old artist said he wrote the song during a time when he was feeling particularly anxious and overwhelmed. ""I was going through a rough time last year with anxiety and everything that was going on,"" Mendes said. ""I was just feeling all of these crazy emotions and feelings, and I kind of just needed to create something.""

Mendes explained that he wanted to be honest and vulnerable with ""In My Blood,"" which has become an anthem for those struggling with mental health issues. ""I think I wrote this song as a message to everybody, including myself, that it's okay to feel scared and it's okay to feel anxious,"" he said. ""It doesn't make you any less of a person.""

He also credits his fans for inspiring him to share his struggles. ""I get messages everyday from fans saying that my music has helped them through their anxiety or through their depression,"" Mendes said. ""And that's when I realized that this isn't just a me problem, it's a we problem. It's a problem that a lot of people face.""

""In My Blood"" has resonated with fans across the globe, debuting at No. 1 on the Billboard Adult Pop Songs chart in the U.S. and reaching the top 10 in Canada, the U.K., and Australia. The song's success has also led to Mendes opening up even more about his mental health journey, including sharing tips for coping with anxiety and addressing misconceptions about the disorder.

Mendes is gearing up for the release of his upcoming third studio album, which he says will continue to explore themes of vulnerability and self-discovery. ""I'm just trying to be honest with myself, with my fans, and with the world,"" he said. ""I think that's all you can really do.""",AI,news
Grassley urges Trump to pull out of NAFTA if Democrats resist new deal,"Iowa Senator Chuck Grassley has urged President Trump to pull out of the North American Free Trade Agreement (NAFTA) if Democrats do not agree to a new deal. Grassley, who chairs the Senate Finance Committee, said that if Democrats continue to resist a new deal with Mexico and Canada, the agreement should be terminated.

NAFTA, which came into effect in 1994, has been a controversial issue for many years. President Trump made renegotiating the agreement a key promise during his election campaign, arguing that it was hurting American workers and manufacturing. After months of difficult negotiations, a revised agreement was reached in 2018.

However, the new agreement, known as the United States-Mexico-Canada Agreement (USMCA), has yet to be ratified by Congress. Democrats have expressed concerns about provisions related to labor and environmental standards. Some have also called for stronger protections for American workers.

Senator Grassley has been a strong supporter of the USMCA, arguing that it would benefit American farmers, manufacturers, and businesses. He has also been critical of Democratic resistance to the agreement. In a recent statement, he said that ""Democrats' endless demands are delaying the USMCA and putting American jobs and businesses at risk.""

Grassley's comments come as the Trump administration is ramping up pressure on Democrats to pass the USMCA. Last week, Vice President Mike Pence traveled to Minnesota to promote the agreement, and several other administration officials have spoken out in support of it.

If President Trump were to pull out of NAFTA, it would have significant implications for trade between the three countries. The U.S. would likely face retaliatory tariffs from Canada and Mexico, and many American businesses would be affected. However, some analysts argue that ending NAFTA could also create new opportunities for the U.S., particularly if the administration is able to negotiate better bilateral trade deals with Mexico and Canada.

For now, it remains unclear how Democrats will respond to Senator Grassley's ultimatum. While some have signaled a willingness to work with the administration on certain issues, others have remained staunchly opposed to the USMCA in its current form. With the 2020 elections looming, the fate of the agreement may ultimately be decided at the ballot box.",AI,news
